ROCO_ID,PMC_ID,Keywords,Caption
ROCO_00143,PMC4198783_CRIM2014-850180.001.jpg,"fibromatosi,abdominal,sigmoid,ileal,colon,reconstruction,tomography,sagittal,desmoidtype,loop", Abdominal computed tomography (sagittal reconstruction): A: desmoid-type fibromatosis; B: sigmoid colon involved; C: ileal loop involved.
ROCO_00144,PMC5325521_PAMJ-25-100-g003.jpg,"orthopantomogram,tmj,right,space", Orthopantomogram showing pinching space of the right TMJ
ROCO_00145,PMC4433137_vim-0031-0058-g01.jpg,"irregular,preoperative,adjacent,emergency,area,hyperdense,stricture,scan,cecal,arrow,tract,oval,ct"," Preoperative emergency CT scan showing a cecal tract (oval) with stricture and adjacent hyperdense, elevated, and irregular area (arrow)."
ROCO_00146,PMC4719362_JOCR-5-8-g001.jpg,"hip,joint,preoperative,xray,osteoarthriti"," Preoperative x-ray, showing osteoarthritis of hip joint."
ROCO_00147,PMC2749197_JMAS-03-141-g002.jpg,"patient,figure,scan,pleural,space,septation,ii,empyema,loculation,phase,ct"," CT scan of the same patient in Figure 1, demonstrating loculation and septation of the pleural space, indicating a phase II empyema"
ROCO_00148,PMC3700161_NJMS-3-214-g007.jpg,"postoperative,sinu,radiograph,fivemonth,onlay,graft", Five-month’ post-operative radiograph showing sinus and onlay graft
ROCO_00149,PMC4620383_CRIOR2015-627502.005.jpg,"halovest,system,ap,mouth,open,view", AP “open mouth view” after removing “halo-vest” system.
ROCO_00150,PMC3644772_AIAN-16-12-g001.jpg,"right,magnetic,hypertrophy,plexu,brachial,resonance,contrast,enhancement", Magnetic resonance imaging brachial plexus showing hypertrophy of the right plexus with contrast enhancement
ROCO_00152,PMC3843904_cro-0006-0561-g01.jpg,"pelvi,lower,solid,image,posterior,sign,tumor,wall,axial,contact,arrow,infiltration,rectum,region,presacral,ct"," Axial CT image of the lower pelvis. A well-circumscribed solid tumor is seen in the presacral region, with no signs of infiltration, in contact with the posterior wall of the rectum (arrow)."
ROCO_00154,PMC2883201_ATM-05-67-g030.jpg,"apical,fibrosi,density,radiograph,worker,high,coal,chest,nodule,lung,reticulonodular,bilateral", A chest radiograph shows reticulonodular shadowing with bilateral apical lung fibrosis and high density nodules in coal workers pneumoconiosis
ROCO_00155,PMC5429124_abd-92-02-0273-g03.jpg,"profile,agenesi,patellar,txray,knee", TX-ray of knee in profile showing patellar agenesis
ROCO_00156,PMC4409617_40064_2014_1500_Fig6_HTML.jpg,"image,mri,month","  MRI after 5 months, T2-weighted image."
ROCO_00157,PMC3624744_IJRI-22-209-g013.jpg,"cord,mas,right,false,section,asterisk,supraglottic,scc,axial,black,pg,contrast,ct", Supraglottic SCC – False cord. Axial contrast CT section through the false cords shows a mass within the right false cord and invading into the right PGS (black asterisk)
ROCO_00158,PMC2633361_1752-1947-2-392-2.jpg,"origin,midportion,right,concomitant,significant,trunk,vertebral,innominate,carotid,vessel,lesion,subclavian,wire,stenotic,media,initial,stenosi,due,note,black,treatment,subclavianvertebral,white,contrast,thin,angiography,atherosclerotic,bold,blood,pacemaker,manifestation,artery,segment,endovascular,syndrome,case,acute,occlusion,flow,disease,brachiocephalic,common,arrow,retrograde,steal,catheterization", Angiography after catheterization of the innominate artery near the origin of the right common carotid and subclavian arteries demonstrating the occlusion of the brachiocephalic trunk (bold black arrow). Note that contrast media is not running along the right vertebral artery due to the retrograde blood flow in the vessel (subclavian-vertebral steal syndrome). Concomitant stenosis of the common carotid artery (thin black arrow) is a manifestation of the generalized atherosclerotic disease. Stenotic lesions of initial and mid-portion segments in the subclavian artery were not considered to be that significant for acute treatment. In case they progressed we considered endovascular treatment. White arrow: pacemaker wire.
ROCO_00159,PMC4063635_OL-08-01-0258-g00.jpg,"mm,mas,hypoechoic,lobe,showing,area,heterogeneou,echo,abdoman,internal,liver,quadrate,ultrasound"," Abdomen Doppler ultrasound. A well-defined hypoechoic area (~53×39 mm) at the quadrate lobe of the liver, showing that the internal echo of the mass was heterogeneous."
ROCO_00160,PMC3773419_BMRI2013-293627.002.jpg,"image,microct,titanium,rat,implant,tibia", Micro-CT image of the rat tibias with the titanium implants.
ROCO_00161,PMC2922667_APC-2-162-g004.jpg,"aortogram,flow,image,fluoroscopic,residual,situ,pda,device,lateral,minimal,view", Fluoroscopic image of descending aortogram in lateral view showing PDA device in situ with minimal residual flow across it
ROCO_00162,PMC4161841_12891_2013_Article_2235_Fig2_HTML.jpg,"biphalangeal,fifth,toe",  Biphalangeal fifth toe.
ROCO_00163,PMC4045537_ISRN.RADIOLOGY2013-483069.003.jpg,"node,show,nodal,disease,axial,arrow,lymph,ct", Nodal disease. Axial contrast-enhanced CT shows retroperitoneal lymph nodes (arrows).
ROCO_00164,PMC2939498_CRM2010-846534.003.jpg,"brain,mas,lesion,mri", MRI of the brain showing no mass or enhancing lesion.
ROCO_00165,PMC1479346_1477-7819-4-18-1.jpg,"case,reveal,mas,right,lesion,scan,media,intraabdominal,suspiciou,adenoma,abdoman,carcinoma,structure,adjacent,thyroid,rare,adrenal,tumor,contrast,ct", CT scan of the abdomen with contrast media reveals a large-size intra-abdominal mass displacing the adjacent structures. In the same scan a suspicious lesion is identified in the right adrenal. In some rare cases desmoid tumors may co-exist with adrenal or thyroid carcinomas and adrenal adenomas.
ROCO_00166,PMC4612238_10-1055-s-0034-1392107-i217ei2.jpg,"anastomotic,lesion,ctscan",   CT-Scan with anastomotic lesion.
ROCO_00168,PMC5644817_amjcaserep-18-1077-g002.jpg,"angiography,right,bilateral,magnetic,disease,side,moyamoya,severe,threedimensional,resonance,mra", Three-dimensional (3D) magnetic resonance angiography (MRA) shows bilateral moyamoya disease that is more severe on the right side
ROCO_00169,PMC5403761_WJG-23-2811-g003.jpg,"recanalization,wire,cavernoma,hydrophilic,mm,predilation,portal,trunk,transmesenteric,guide", Minilaparotomy-assisted transmesenteric pre-dilation with 0.018’ guide wire inserted 8 mm into the portal trunk after portal cavernoma recanalization with hydrophilic guide wire.
ROCO_00170,PMC3033510_246_2010_9841_Fig3_HTML.jpg,"apexforming,repair,residual,hypertrophy,mild,leftventricular,ventricle,biventricular", Echocardiogram 2 months after biventricular repair demonstrates an apex-forming left ventricle and mild residual left-ventricular hypertrophy
ROCO_00171,PMC4575005_kjhbps-16-115-g002.jpg,"cholangiogram,spot,bile,drain,adjacent,open,duct,leak,tube,segment,fluoroscopic,extravasation,isolated,right,intrahepatic,film,arrow,site,biloma,contrast", Fluoroscopic spot film of a tube cholangiogram demonstrating contrast (bile) extravasation (bile leak site; open arrow) from a dehisced isolated right intrahepatic bile duct segment (arrow). An adjacent biloma is seen with a drain in it.
ROCO_00172,PMC4863054_ir-14-187-g002.jpg,"cutoff,distal,vascularity,xray,portion,sign,indicative,radiograph,chest,abrupt,arrow,trunk,finding,engorged,pulmonary,westermark"," Chest X-ray findings. Chest radiograph revealed an engorged pulmonary trunk with an abrupt cutoff of pulmonary vascularity in the distal portions bilaterally, indicative of the ""Westermark sign"" (arrows)."
ROCO_00174,PMC4799146_gr3.jpg,"plate,radiograph,fixation,underwent,carpometacarpal,free,radiocarpal,joint,kirschner,wrist,minimal,arthrodesi,lateralview,bone,dorsal", Lateral-view radiograph of a wrist that underwent arthrodesis with minimal fixation. Note the dorsal bone plate and the free carpometacarpal joints. The Kirschner wires that had been holding the bone plate and radiocarpal joint have been removed.
ROCO_00175,PMC3459800_1752-1947-6-272-1.jpg,"hip,right,subtrochanteric,xray,fracture,incomplete", X-ray of the right hip showing an incomplete subtrochanteric fracture of right hip.
ROCO_00177,PMC3870619_CRIM.UROLOGY2013-982787.003.jpg,"right,cystectomy,gland,radical,scan,month,enlargement,mri,adrenal", Surveillance-enhanced MRI scan showing enlargement of the right adrenal gland seven months after radical cystectomy.
ROCO_00178,PMC4376774_pone.0123007.g003.jpg,"assayfigure,locus,middle,coli,flggi,mg1655,k12,integration,motility,type,plate,flagellar,flga,wt,flgg,flgf,flgj,flgi,overnight,flgfi,target,hour,culture,region,l,flgai,strain,flgii,wild"," Motility Assay.Figure shows motility of the E. coli K12 MG1655 wild type (wt) and strains harboring integrations in the target loci of the flagellar region 1 (flgA (flgAi), flgF (flgFi), flgG (flgGi), flgI (flgIi), and flgJ (flgJi)). 2 μl of the overnight E. coli cultures (OD600 of 1.0) were inoculated in the middle of the motility plates and incubated for 4–6 hours at 37°C."
ROCO_00179,PMC3042977_1758-3284-3-8-2.jpg,"limited,homogeneou,right,lesion,edema,lobe,image,rim,mas,heterogeneou,large,axial,part,enhancement,circumferential,small,extensive,t1weighted,temporal,inferior,left", Axial gadolinium-enhanced T1-weighted images revealed a large heterogeneous mass with circumferential rim enhancement surrounded by extensive edema was found in the inferior part of the right temporal lobe. Small homogeneous lesions with limited edema could also be seen in the left temporal lobe.
ROCO_00181,PMC3879220_1754-9493-7-12-3.jpg,"placement,angioplasty,stent,venou,venogram,restoration", Venogram demonstrating restoration of venous outflow following angioplasty and stent placement.
ROCO_00182,PMC5620479_ahbps-21-168-g001.jpg,"tomography,mas,gallbladder,scan", A computed tomography scan showing a mass in the gallbladder.
ROCO_00188,PMC4210848_edmcr-2014-140055-g004.jpg,"slide,metastasi,chest,lung,distant,ct", Chest CT slide highlighting distant lung metastasis (left paraspinally).
ROCO_00189,PMC4761662_CRIOR2016-3145343.002.jpg,"close,concentric,reduction,head,femoral", Concentric reduction of both femoral heads after close reduction.
ROCO_00192,PMC4212171_ijcpd-07-137-g004.jpg,"mandibular,unusual,patient,premolar,radiograph,second,periapical,morphology,intraoral", Intraoral periapical radiograph of the patient depicting unusual morphology of mandibular left second premolar
ROCO_00193,PMC4623854_hkv04001.jpg,"baby,twomonthold,xray,rib,fracture", X-ray showing healing fractures in seven ribs of a two-month-old baby.
ROCO_00194,PMC3598892_1756-0500-6-63-1.jpg,"upper,abdominal,bullet,radiograph,erect,quadrant,abdoman", Erect abdominal radiograph. Radiograph showing bullet in the upper left quadrant of the abdomen.
ROCO_00195,PMC3813718_OL-06-05-1303-g00.jpg,"prostatic,area,skeletal,scan,bladder,metastasi,neoplasm,mri,urethra"," MRI scan showing the prostatic neoplasm, without a neoplasm of the bladder or other areas of the urethra, but with skeletal metastasis."
ROCO_00196,PMC3409628_jocmr-04-295-g002.jpg,"absces,medium,presence,lobe,tomography,right,portal,liver,phase,contrast", Computed tomography with contrast medium (portal phase). The presence of abscess was suspected at the right lobe of the liver.
ROCO_00197,PMC4202275_CRIM2014-604794.002.jpg,"right,lesion,lobe,magnetic,surface,abdoman,black,liver,arrow,resonance,peripheral", Magnetic resonance of abdomen showing two lesions within the right lobe of the liver along the peripheral surface (black arrows).
ROCO_00198,PMC5253530_bmjopen2016013810f03.jpg,"head,patient,nucleu,caudate,show,image,number,basal,arrow,left,ct,calcification,ganglion", Basal ganglia calcification. Unenhanced CT image of patient number 2 shows punctate calcification in the head of the left caudate nucleus (arrows).
ROCO_00199,PMC3469904_DRJ-9-345-g003.jpg,"canine,tooth,deciduou,permanent,unerupted,occlusal", Occlusal radiograph showing permanent unerupted canine and retained deciduous teeth
ROCO_00201,PMC4676379_abcd-27-03-0228-g02.jpg,"level,cascadelike,image,fundu,diverticular,formation,thestomach", Diverticular formation on fundus level with cascade-like emptying image into the stomach
ROCO_00202,PMC5267818_PAMJ-24-327-g002.jpg,"xray,plain,abdominal,day", Plain abdominal X-ray after 3 days
ROCO_00203,PMC5613843_10.1177_2325967117728019-fig2.jpg,"anterior,mild,glenoid,lesion,adjacent,density,proton,sequence,defect,bankart,fullthicknes,tear,axial,tissue,labrum,arrow,small,chondral,soft,inferior"," Soft tissue Bankart lesion with a tear of the anterior inferior labrum and an adjacent, small, full-thickness mild (<25%) chondral defect over the anterior inferior glenoid (arrow) on an axial proton density sequence."
ROCO_00204,PMC5680081_jcen-19-184-g002.jpg,"angiography,right,show,cerebral,sulcal,brain,tomography,obliteration,day,ct", Brain CT obtained 6 days after cerebral angiography shows improved sulcal obliteration of right cerebral hemisphere. CT = computed tomography.
ROCO_00207,PMC5580158_gr1.jpg,"aortic,esophagu,stent,image,ctscan,wall,graft", CT-scan image showing an esophagus thickened wall near the aortic stent graft.
ROCO_00208,PMC3877606_CRIM.VASMED2013-380952.003.jpg,"anterior,origin,right,valsalva,interarterial,coronary,course,obliquecranial,sinu,view,artery,anomalou,main,left", Right anterior oblique-cranial view of left main coronary artery with an anomalous origin off the right sinus of Valsalva with interarterial course.
ROCO_00209,PMC60655_1471-2334-1-22-3.jpg,"progression,treatment,new,fluconazole,contrast,enhancement", No new contrast enhancement nor progression seen after treatment with fluconazole.
ROCO_00210,PMC2443155_1752-1947-2-217-1.jpg,"scan,chest,tomography,artery,pulmonary,main", A computed tomography scan of the chest shows the main pulmonary artery was obstructed circumferentially.
ROCO_00211,PMC2709005_opth-3-013f1.jpg,"cnvabbreviation,angiography,choroidal,classic,neovascularization,fluorescein,pdt,subfoveal,therapy,photodynamic"," Before PDT, fluorescein angiography shows a predominantly classic subfoveal CNV.Abbreviations: CNV, choroidal neovascularization; PDT, photodynamic therapy."
ROCO_00212,PMC3409922_JHRS-5-57-g001.jpg,"pregnancy,cervical,intrauterine", Coexisting intrauterine and cervical pregnancy
ROCO_00213,PMC3796432_OL-06-04-1147-g00.jpg,"osteosclerotic,lesion,neck,femoral,initial,radiographic,consultation,time,arrow,osteolytic,change,observation", Radiographic observations at the time of the initial consultation showing an osteolytic lesion with an osteosclerotic change to the femoral neck (arrows).
ROCO_00214,PMC2072088_ci07002101.jpg,"opacity,entire,mas,posteroanterior,hemithorax,homogenou,radiograph,chest,plain,left", Plain chest posteroanterior radiograph shows a mass of homogenous opacity occupying the entire left hemithorax.
